dayofweek,game_started,passes_pct,take_ons,shots_on_target,progressive_carries,goals,round,npxg,shots,position,blocks,take_ons_won,pens_att,comp,tackles,bench_explain,xg_assist,cards_yellow,pens_made,passes,cards_red,passes_completed,venue,carries,minutes,result,assists,touches,progressive_passes,gca,xg,team,date,opponent,match_report,sca,interceptions
Sun,N,50.0,0,0,0,0,Matchweek 28,0.0,0,RM,0,0,0,Premier League,0,,0.0,0,0,2,0,1,Away,2,1,D 2–2,0,2,0,0,0.0,"<a href=""/en/squads/943e8050/2023-2024/Burnley-Stats"">Burnley</a>",2024-03-10,West Ham,,0,0
Sat,N,,,,,,Matchweek 29,,,,,,,Premier League,,"On matchday squad, but did not play",,,,,,,Home,,,W 2–1,,,,,,"<a href=""/en/squads/943e8050/2023-2024/Burnley-Stats"">Burnley</a>",2024-03-16,Brentford,,,
Sat,N,66.7,0,0,0,0,Matchweek 30,0.0,0,RM,0,0,0,Premier League,0,,0.0,0,0,3,0,2,Away,1,21,D 2–2,0,8,0,0,0.0,"<a href=""/en/squads/943e8050/2023-2024/Burnley-Stats"">Burnley</a>",2024-03-30,Chelsea,,0,1
Tue,N,,,,,,Matchweek 31,,,,,,,Premier League,,"On matchday squad, but did not play",,,,,,,Home,,,D 1–1,,,,,,"<a href=""/en/squads/943e8050/2023-2024/Burnley-Stats"">Burnley</a>",2024-04-02,Wolves,,,
Sat,N,45.5,0,0,1,0,Matchweek 32,0.0,0,LB,0,0,0,Premier League,0,,0.0,0,0,11,0,5,Away,5,7,L 0–1,0,11,0,0,0.0,"<a href=""/en/squads/943e8050/2023-2024/Burnley-Stats"">Burnley</a>",2024-04-06,Everton,,0,0
Sat,N,,,,,,Matchweek 33,,,,,,,Premier League,,"On matchday squad, but did not play",,,,,,,Home,,,D 1–1,,,,,,"<a href=""/en/squads/943e8050/2023-2024/Burnley-Stats"">Burnley</a>",2024-04-13,Brighton,,,
Sat,N,84.6,1,2,0,1,Matchweek 34,0.8,3,"RW,RM",1,0,0,Premier League,0,,0.0,0,0,13,0,11,Away,8,21,W 4–1,0,21,1,0,0.8,"<a href=""/en/squads/943e8050/2023-2024/Burnley-Stats"">Burnley</a>",2024-04-20,Sheffield Utd,,0,0
Sat,N,69.2,0,0,1,0,Matchweek 35,0.0,0,LM,0,0,0,Premier League,0,,0.0,0,0,13,0,9,Away,9,19,D 1–1,0,14,1,0,0.0,"<a href=""/en/squads/943e8050/2023-2024/Burnley-Stats"">Burnley</a>",2024-04-27,Manchester Utd,,0,0
Sat,N,100.0,0,0,1,0,Matchweek 36,0.0,1,RW,0,0,0,Premier League,0,,0.3,0,0,16,0,16,Home,15,29,L 1–4,1,19,1,1,0.0,"<a href=""/en/squads/943e8050/2023-2024/Burnley-Stats"">Burnley</a>",2024-05-04,Newcastle Utd,,6,1
Sat,N,,,,,,Matchweek 37,,,,,,,Premier League,,"On matchday squad, but did not play",,,,,,,Away,,,L 1–2,,,,,,"<a href=""/en/squads/943e8050/2023-2024/Burnley-Stats"">Burnley</a>",2024-05-11,Tottenham,,,
Sun,N,71.9,1,1,1,0,Matchweek 38,0.1,1,RM,0,1,0,Premier League,0,,0.0,0,0,32,0,23,Home,18,45,L 1–2,0,33,4,0,0.1,"<a href=""/en/squads/943e8050/2023-2024/Burnley-Stats"">Burnley</a>",2024-05-19,Nott'ham Forest,,1,0
